"DMAP-SA" "DMAP-SL" "DMAP-SA-ew" "DMAP-SL-ew" "gMAP" "DP"
"1" 0.391948366682067 0.266318071804274 0.537110531386479 0.13998974169821 0.0697803992575297 0.76920303753879
"2" 0.254768545834012 0.198835967922348 0.280449097065376 0.109064959701644 0.0595595446700651 0.335146830821142
"3" 0.19391933357563 0.156004692057865 0.196133875583108 0.0976181126305381 0.0559664911739601 0.287053845361948
"4" 0.156689402120975 0.129832731225757 0.154012453003606 0.0965200745699717 0.0540195942138293 0.206268540294315
"5" 0.129253283150878 0.110209210416926 0.128295745822608 0.0917237909480501 0.0529113518627527 0.132014690454941
"6" 0.108446914831077 0.092990818027605 0.112073753932164 0.0881546942040913 0.0525515909701377 0.0920348847812904
"7" 0.0901282814361846 0.0790273544262443 0.0998967361128457 0.087350150306261 0.0520194663821054 0.0980003020979503
"8" 0.0741518417299367 0.0687438189615055 0.0909169782517752 0.0864947207332424 0.0515835986323077 0.0715924812746587
"9" 0.059288695131851 0.0606806395998989 0.0837967219096651 0.0853591795311422 0.0513388596670163 0.0653151391527446
